genus	177	238	268	4019	5237	7327	7381	81162	526018	07KS4	18-599	4F1	7884-4HT	835A	835B	B113	B114	BS16	BY4839	BY4944	BY4960	BY804	BY807	BY809	BY813	BY815	BY855	BZN	CHANG3	CI7	CIMBL1	D863F	DAN3130	DAN340	DAN4245	DAN599	DH3732	DONG237	GEMS33	GEMS35	GEMS36	GEMS37	GEMS39	GEMS40	GEMS41	GEMS42	GEMS44	GEMS48	GEMS56	GEMS58	GEMS59	GEMS60	GY1007	GY1032	GY386	GY462	GY798	GY923	HTH-17	HYS	HZS	IRF314	JH59	JH96C	JI63	JI842	JI846	JI853	JY01	K10	K12	K14	K22	LG001	LIAO138	LIAO5262	LIAO5263	LK11	LX9801	LXN	LY042	M153	M97	MO113	MO17	P178	Q1261	R15	R15X1141	RY713	RY729	S22	SHEN5003	SI273	SI434	SI446	SY1032	SY1035	SY1039	SY1052	SY1128	SY3073	W138	WH413	XI502	XZ698	YE478	YE52106	YU374	Z2018F	ZAC546	ZB648	ZHENG28	ZHENG30	ZHENG653	ZHI41	ZONG31	ZZ01	ZZ03
F_Phaeodothis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
F_Phaeosphaeria	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
F_Alternaria	4	0	0	5	5	1	9	1	2	4	7	0	0	4	5	0	0	2	0	8	3	8	3	1	2	4	5	2	12	1	5	4	2	9	12	3	2	3	0	1	3	3	1	6	8	0	0	2	3	0	3	4	0	0	8	2	1	0	10	0	0	1	0	5	6	5	10	6	5	0	1	1	9	1	14	12	11	0	13	4	2	6	5	1	13	13	1	1	1	0	4	2	3	4	25	2	2	0	5	2	1	3	1	0	3	1	2	1	2	0	12	0	0	12	1	3	10	3	2
F_Bipolaris	6	1	1	6	13	3	11	6	6	3	4	3	3	8	23	6	1	5	1	8	2	27	11	12	15	16	9	7	12	4	2	2	1	9	1	1	5	4	10	1	5	4	7	1	6	0	2	1	12	3	10	3	1	4	2	3	6	9	13	5	2	2	1	3	4	0	12	2	4	1	5	3	7	1	15	12	12	1	1	15	6	2	8	2	2	4	9	6	4	6	5	10	9	5	3	7	3	4	13	3	12	6	20	7	8	5	3	1	5	9	5	4	6	1	1	2	14	6	2
F_Curvularia	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
F_Drechslera	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Exserohilum	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F_Pyrenophora	2	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	5	0	0	0	0	1	0	1	1	1	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	0	0	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2
F_Westerdykella	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Teichospora	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Neoroussoella	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Roussoella	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
F_Torula	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F_Trematosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Cryptocoryneum	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F_Microsphaeropsis	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Monodictys	0	1	0	1	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	3	6	1	0	0	1	4	0	0	0	2	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0
F_Phyllobathelium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
F_Strigula	0	0	0	2	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	1	1	2	2	3	0	0	0	0	0	1	0	2	4	1	1	2	1	0	0	2	0	0	0	0	0	0	1	1	0	2	0	0	2	0	0	0	1	10	0	0	1	0	1	1	0	0	0	0	0	0	1	8	0	0	0	2	0	0	2	1	1	0	0	1	1	0	5	1	0	2	0	0	0	0	0	0	0	2	3	0	1	1	1	0	3	1	0	4	2	0	0	0	1	1	0	0	0	0
F_Superstratomyces	2	0	10	0	0	0	8	0	1	1	0	0	0	2	1	0	1	0	0	0	0	0	2	1	0	0	0	0	3	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	3	5	0	0	2	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	2	0	0	4	3	0	0	0	0	0	2	1	0	1	0	0	0	3	0	0	10	2	0	1	0	0	0	3	0
F_Astrothelium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Tubeufia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
F_Ochroconis	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
F_Venturia	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
F_Acrogenospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Cryomyces	3	26	2	33	5	3	9	4	5	4	4	1	2	2	14	29	1	6	0	4	3	8	5	4	4	1	5	2	13	3	1	2	1	9	0	1	2	5	6	1	3	4	23	5	6	8	1	13	43	1	7	1	3	34	19	1	45	6	7	0	1	3	6	6	7	2	5	2	21	2	0	3	10	17	12	1	0	0	5	9	5	0	4	1	7	5	7	7	0	4	7	28	1	1	4	2	0	2	7	1	7	18	16	1	2	0	6	8	2	3	2	2	4	2	4	0	7	1	0
F_Saxomyces	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Cyphellophora	0	0	0	0	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	9	7	0	0	0	0	0	0	5	0	0	0	0
F_Capronia	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F_Cladophialophora	3	1	2	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	2	0	0	0	4	1	3	0	3	1	0	0	1	2	0	7	0	3	1	2	1	2	0	0	3	1	0	1	0	1	1	0	0	1	0	0	3	2	1	0	0	9	0	3	10	1	0	0	0	3	1	0	0	1	1	2	1	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	0	3	0	2	25	0	0	0	0	1	1	0	0	0	27	0	1	0	1	0	3	0	0
F_Exophiala	0	1	0	1	7	1	6	0	0	2	2	1	1	2	4	0	1	0	0	0	0	2	1	10	3	5	5	4	7	0	0	3	3	5	0	2	2	2	3	0	3	0	0	2	0	0	0	21	1	2	2	1	1	0	3	0	4	0	12	20	0	0	0	0	2	0	4	0	0	0	0	0	1	1	2	2	0	0	0	1	0	0	0	0	2	3	0	2	0	1	1	2	0	0	1	31	1	0	1	2	0	2	2	0	8	61	2	2	0	0	3	0	0	3	0	18	3	0	0
F_Fonsecaea	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3
F_Phialophora	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Aspergillus	10	8	25	30	22	16	20	14	10	6	15	61	4	9	42	8	6	12	4	14	2	24	41	26	9	9	16	18	137	5	16	20	23	53	7	5	14	7	12	2	12	5	11	46	10	17	5	9	17	2	13	24	18	4	8	13	34	15	85	12	15	6	7	19	19	0	37	4	7	13	9	22	11	6	46	38	45	22	12	15	52	16	14	13	11	36	14	22	16	58	32	10	8	58	15	6	10	5	35	17	10	9	29	11	21	6	10	25	13	53	21	3	8	20	17	19	29	13	58
F_Monascus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Penicilliopsis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0
F_Penicillium	1	0	0	1	5	1	7	0	0	0	0	6	0	0	4	2	0	1	0	1	2	6	5	2	2	1	3	3	46	0	3	2	5	4	1	0	0	3	0	0	1	0	0	7	2	0	0	2	6	0	6	7	2	1	0	6	2	38	7	1	1	0	1	2	1	0	3	1	2	1	0	0	0	0	8	5	1	1	1	3	0	6	4	3	3	3	0	3	1	0	2	4	0	0	7	1	0	0	5	2	0	1	3	2	1	0	2	1	3	20	2	0	3	2	0	0	0	0	4
F_Xeromyces	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
F_Elaphomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F_Byssochlamys	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
F_Rasamsonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F_Talaromyces	2	0	3	0	7	1	3	3	0	0	1	2	0	4	9	0	2	1	1	1	1	1	9	1	4	8	5	0	15	7	1	3	4	10	0	0	6	1	2	0	1	0	6	2	3	0	2	2	2	0	2	2	3	2	0	3	1	0	2	0	1	1	1	0	2	0	3	3	1	0	4	0	5	1	5	4	0	1	5	6	2	1	1	0	0	5	2	0	0	1	2	2	0	10	2	1	5	0	6	0	0	2	3	4	0	1	1	1	2	9	2	0	0	1	10	5	3	0	0
F_Thermomyces	0	0	0	1	2	0	0	0	1	0	0	1	1	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
F_Xerochrysium	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
F_Emmonsia	0	0	0	1	0	0	1	0	0	0	1	0	0	0	8	0	0	0	0	0	0	1	0	0	3	0	0	0	5	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	2	0	1	0	0	1	0	0	1	1	0	0	0	0	3	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
F_Histoplasma	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
F_Nannizzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Trichophyton	6	0	0	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	6	32	0	2	1	0	6	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	1	1	1	4	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	4	0	0	1	0	2	0	0	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Ascosphaera	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Gymnoascus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
F_Uncinocarpus	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F_Coccidioides	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Diploospora	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
F_Paracoccidioides	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	2	0	0	1	0	0	0	2	0	0	0	0	0	1	0	4
