genus	B11	CA47	CIMBL100	CIMBL101	CIMBL102	CIMBL105	CIMBL106	CIMBL108	CIMBL109	CIMBL11	CIMBL111	CIMBL113	CIMBL114	CIMBL115	CIMBL116	CIMBL119	CIMBL12	CIMBL120	CIMBL121	CIMBL122	CIMBL123	CIMBL124	CIMBL125	CIMBL127	CIMBL129	CIMBL133	CIMBL140	CIMBL147	CIMBL149	CIMBL15	CIMBL150	CIMBL151	CIMBL152	CIMBL153	CIMBL156	CIMBL157	CIMBL16	CIMBL18	CIMBL19	CIMBL2	CIMBL21	CIMBL22	CIMBL23	CIMBL25	CIMBL27	CIMBL28	CIMBL29	CIMBL3	CIMBL32	CIMBL38	CIMBL4	CIMBL40	CIMBL42	CIMBL43	CIMBL46	CIMBL47	CIMBL48	CIMBL49	CIMBL5	CIMBL50	CIMBL51	CIMBL52	CIMBL53	CIMBL54	CIMBL55	CIMBL56	CIMBL58	CIMBL59	CIMBL6	CIMBL60	CIMBL62	CIMBL63	CIMBL66	CIMBL68	CIMBL69	CIMBL7	CIMBL70	CIMBL71	CIMBL74	CIMBL75	CIMBL77	CIMBL79	CIMBL81	CIMBL82	CIMBL83	CIMBL84	CIMBL86	CIMBL87	CIMBL88	CIMBL89	CIMBL90	CIMBL91	CIMBL92	CIMBL93	CIMBL94	CIMBL96	CIMBL98	CIMBL99	CML114	CML115	CML116	CML118	CML121	CML122	CML130	CML134	CML139	CML162	CML163	CML165	CML169	CML170	CML171	CML172	CML189	CML191	CML192	CML20	CML290	CML298	CML304	CML31	CML32	CML323	CML324	CML325	CML327	CML338	CML360	CML361	CML411	CML415	CML422	CML423	CML426	CML431	CML432	CML433	CML454	CML470	CML479	CML480	CML486	CML493	CML496	CML50	CML69	GEMS31	GEMS32	JIAO51	S37	SW92E114
B_Candidatus Planktophila	4	2	1	0	1	1	4	1	3	4	5	3	2	3	4	5	3	6	1	2	6	3	4	4	9	9	5	6	3	1	6	8	2	5	3	0	3	2	9	5	1	2	4	0	2	5	1	1	1	1	14	2	1	7	1	1	2	3	1	0	2	3	16	2	1	0	1	2	1	0	4	1	0	1	2	0	4	3	3	5	2	2	3	3	0	1	0	7	0	2	3	7	2	8	3	2	31	2	2	0	4	1	3	1	2	7	5	4	2	6	2	4	6	5	1	1	1	1	2	3	7	2	3	0	0	4	8	2	1	1	2	29	2	0	2	0	2	5	8	1	9	6	4	3	3	4	6	18	11	9	4	3
B_Pseudoxanthomonas	0	0	5	0	1	0	0	4	0	1	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	3	0	0	0	2	0	0	0	2	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0
B_Microbacterium	1	0	0	0	3	0	4	12	0	0	0	0	0	5	0	0	3	9	7	0	0	3	0	0	2	5	0	4	0	1	3	9	2	1	2	0	1	3	0	0	0	3	2	1	0	0	0	0	1	0	2	0	0	17	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	3	8	26	0	3	1	86	0	0	0	2	0	2	0	1	47	0	0	0	36	11	0	0	1	1	4	1	0	1	0	2	0	1	2	0	0	25	0	7	0	0	0	0	5	0	2	1	1	1	3	0	0	0	3	0	0	0	1	16	0	1	0	0	0	40	1	0	3	1	13	11	15	0	0	1	2	0	2	1	11	0	1
B_Bradyrhizobium	4	0	3	0	0	1	1	1	1	1	1	0	2	2	0	1	5	3	1	0	0	1	1	0	4	3	2	7	0	3	1	1	3	0	0	4	1	2	0	0	2	1	1	0	4	4	0	0	0	0	0	2	0	11	1	0	2	1	0	2	1	0	4	0	1	0	0	3	0	1	7	0	34	2	2	2	0	0	0	0	0	0	1	4	0	2	0	5	3	60	2	20	19	0	1	0	10	1	1	0	5	2	0	2	0	2	1	1	0	0	2	1	2	0	1	2	0	3	2	2	1	1	0	2	0	1	0	2	3	2	0	0	0	1	52	2	0	3	3	3	2	3	1	2	1	4	3	12	2	2	0	0
B_Cellvibrio	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	29	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	6	0	0	0	0	3	0
B_Afipia	9	0	23	1	0	20	0	0	14	0	7	4	0	0	0	5	0	5	1	1	5	3	2	0	24	8	0	19	4	11	0	0	12	0	0	6	0	0	0	0	5	4	29	0	2	4	10	0	1	0	0	0	2	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	2	1	5	16	11	0	0	0	0	0	0	6	3	4	2	3	15	1	0	1	0	1	90	0	0	0	10	16	0	2	2	4	0	0	0	0	0	3	13	7	0	17	0	4	1	0	0	3	10	0	1	4	8	2	11	0	0	0	6	0	0	0	2	10	10	5	0	0	10	1	0	13	2	2	16	0	0	12	5	3	0	0
B_Mycobacterium	1	2	3	1	2	1	0	7	0	0	0	4	2	1	0	4	6	15	1	0	0	1	2	3	0	1	1	3	1	0	0	7	0	11	6	1	1	3	1	0	1	0	0	0	3	2	0	0	0	1	1	0	13	2	2	2	1	2	0	2	0	1	6	7	0	0	4	0	0	1	8	0	7	0	2	2	2	2	1	2	1	2	0	2	1	20	3	0	3	3	9	1	14	0	0	3	6	1	0	1	6	5	0	6	0	13	1	1	3	2	1	0	1	5	0	1	0	0	2	3	2	1	0	28	0	2	1	5	1	3	1	0	4	1	4	3	0	5	4	1	1	1	0	0	2	4	12	8	2	3	1	4
B_Salmonella	0	2	14	1	1	2	1	4	0	0	1	0	3	7	1	3	2	3	4	1	1	2	2	2	5	12	1	9	0	1	5	8	7	4	2	0	0	3	5	3	7	1	2	1	2	1	4	1	2	3	1	1	0	2	11	1	1	3	2	4	4	3	3	4	1	3	0	0	0	1	0	0	9	1	1	0	8	0	2	1	0	2	0	0	1	19	3	2	2	1	12	2	12	1	0	3	2	2	4	1	5	1	0	1	2	2	0	2	4	4	2	1	4	2	1	5	1	0	3	2	3	1	0	60	0	2	0	1	2	2	1	1	0	0	8	1	1	6	0	0	18	7	2	4	0	3	1	2	0	4	1	1
B_Neisseria	1	10	10	0	3	0	3	19	0	0	1	0	0	2	0	0	13	23	0	0	1	3	0	8	4	6	0	5	0	1	0	11	2	1	0	0	0	0	2	0	2	3	0	1	3	0	2	0	0	0	1	0	0	1	4	0	3	8	1	4	1	1	7	0	0	0	0	2	0	0	10	0	0	1	6	1	29	1	0	0	3	2	0	1	5	86	0	0	2	0	19	0	11	3	7	0	1	0	5	0	2	4	0	4	0	0	0	0	0	0	0	0	6	5	0	1	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0	3	2	1	0	0	3	0	0	18	11	2	4	1	38	0	6	3	1	1	8
B_Sphingobacterium	0	0	2	0	0	1	2	0	0	0	0	1	0	16	0	20	1	9	0	5	0	7	0	9	0	8	1	0	0	2	0	22	2	0	0	0	0	0	0	0	1	44	0	3	1	5	3	2	0	0	0	0	0	0	0	3	5	0	0	2	1	0	13	0	2	0	0	2	2	2	0	0	7	0	0	1	3	3	0	0	0	17	3	10	1	100	0	0	2	2	49	0	0	0	1	0	0	0	14	0	8	1	9	0	2	0	7	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	6	0	0	0	0	31	0	1	0	0	1	0	0	2	5	11	0
B_Brucella	0	0	7	2	2	0	1	1	3	2	3	4	1	6	1	2	3	2	4	1	2	3	0	2	4	1	1	0	0	1	0	2	1	1	1	1	0	0	1	1	2	2	0	2	3	0	1	1	4	2	0	0	1	0	3	6	3	1	0	0	2	2	5	2	2	0	1	0	0	1	1	0	0	1	2	0	1	1	1	1	0	0	1	2	1	3	1	0	1	0	1	0	1	0	2	0	2	0	1	1	0	3	1	1	2	1	0	0	1	1	0	1	0	0	4	2	0	0	2	2	1	3	0	1	2	2	3	2	3	0	0	0	3	3	2	2	1	1	1	1	0	1	0	70	2	0	0	3	0	4	5	0
B_Janibacter	3	2	4	0	0	0	1	20	0	0	0	4	0	1	0	0	20	0	2	2	0	0	0	10	0	0	0	2	0	0	0	8	0	7	1	0	0	1	6	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	1	2	0	1	0	0	1	0	0	4	0	0	0	2	0	26	0	0	0	1	0	0	0	1	33	4	0	0	1	13	0	1	0	0	2	0	0	3	0	6	11	0	0	0	0	0	9	0	0	0	1	0	2	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	42	26	1	0	0	37	1	3	0	6	2	2
B_Dietzia	0	0	2	0	0	0	12	34	0	0	0	1	0	1	2	0	5	0	4	0	0	0	0	4	0	2	0	0	2	0	1	0	7	0	2	0	0	4	6	0	0	2	0	0	0	0	0	0	0	1	0	3	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	26	0	1	0	0	0	2	0	0	28	0	0	2	0	42	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	39	1	2	0	0	88	0	0	0	1	0	1
B_Clostridium	0	0	2	2	0	1	0	12	0	0	0	0	0	4	0	0	0	45	0	3	2	0	3	1	1	8	1	21	4	1	1	1	2	4	1	0	9	2	1	5	0	0	0	0	0	1	0	0	0	1	1	1	8	0	0	2	3	9	1	5	0	4	1	3	0	1	2	0	1	0	7	1	2	0	9	1	23	0	4	0	0	1	4	0	3	1	0	2	0	0	0	1	0	0	3	0	3	7	0	1	0	0	1	18	0	24	0	0	3	2	0	1	0	0	0	3	1	0	1	1	0	0	1	1	2	1	0	0	0	2	1	0	0	0	3	1	1	5	0	2	3	6	2	2	1	2	9	20	6	4	0	3
B_Rothia	3	2	0	1	1	2	0	37	0	0	0	0	0	0	2	1	10	13	3	2	3	5	0	3	3	7	0	11	2	0	5	6	0	0	15	0	2	0	0	0	2	0	0	0	2	0	1	0	0	3	0	0	0	0	3	0	2	1	1	0	0	0	7	0	0	0	1	0	2	3	2	1	0	0	2	2	12	1	0	0	0	1	3	1	0	30	4	1	0	1	10	5	20	0	10	1	6	0	1	0	0	1	0	2	0	0	0	5	0	0	5	0	1	4	0	0	0	0	0	2	2	0	0	2	0	0	1	112	3	0	0	0	2	4	0	8	0	0	0	0	3	20	2	0	0	22	0	1	0	4	0	0
B_Brachybacterium	0	4	9	2	1	2	1	17	0	0	2	12	2	2	1	0	0	0	1	0	0	0	1	12	0	0	0	0	2	0	0	8	6	0	1	0	0	5	4	0	0	0	0	0	0	1	2	1	3	0	0	2	0	2	7	0	0	0	0	0	1	2	5	0	1	0	1	0	0	0	1	0	0	0	1	0	1	2	0	1	1	0	1	0	2	36	0	1	0	0	6	0	12	1	0	0	1	1	16	1	1	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	4	0	1	0	3	0	1	1	0	3	1	23	1	1	0	1	0	0	6	6	0	1	1	1	12	12	2	1	0	0	1	1	0	1	1	7
B_Kytococcus	0	8	4	0	0	0	9	9	0	0	0	10	0	0	0	4	6	0	0	0	0	0	2	11	0	1	0	11	1	1	0	1	3	0	1	0	0	14	3	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	6	0	35	0	0	0	0	0	0	0	1	0	3	0	0	2	43	0	0	1	2	5	1	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	1	7	0	0	1	0	0	0	0	59	4	0	0	0	0	0	0	0	3	79	0	2	29	0	0	0	2	39	0	1	0	6	0	0
B_Comamonas	0	2	1	0	3	1	0	0	0	1	6	2	0	1	1	1	2	4	0	0	1	2	0	0	0	3	0	14	0	0	12	5	126	0	0	2	1	3	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	1	1	0	2	0	1	0	0	0	0	0	1	2	1	0	3	2	1	0	14	1	0	2	0	1	1	0	1	27	0	0	0	0	3	1	2	2	0	0	1	0	3	0	1	2	0	1	0	0	1	1	8	0	0	0	1	3	0	4	1	0	3	0	0	1	2	0	1	0	0	5	0	0	0	0	0	1	0	1	2	0	0	0	3	2	1	1	0	7	2	2	2	1	3	3
B_Fusobacterium	1	8	0	0	0	0	25	16	0	0	0	0	0	11	0	1	10	0	0	0	0	0	0	2	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	2	0	0	13	1	0	0	0	0	0	0	12	2	2	0	0	2	12	0	0	1	0	0	2	0	0	56	0	0	0	0	7	0	5	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	5	0	0	0	0	2	0	1	1	0	0	2	8	4	0	0	0	17	0	0	0	11	4	1
B_Anaerococcus	1	5	2	0	1	2	11	7	0	0	0	0	0	0	2	1	1	0	1	0	1	0	6	1	1	3	0	4	1	7	10	0	0	2	2	1	0	0	4	8	2	0	2	0	0	0	0	0	0	0	0	1	0	1	10	1	0	0	0	3	1	0	3	0	0	0	0	0	6	2	9	0	0	0	1	1	39	3	3	0	1	0	2	2	1	29	0	4	0	0	15	0	12	3	1	1	0	0	1	1	2	0	1	0	5	1	1	5	0	1	0	0	1	0	0	3	5	0	2	2	2	1	2	0	1	0	0	5	1	3	0	0	2	2	0	5	6	2	0	0	1	5	0	0	1	16	0	2	0	2	3	4
B_Propionibacterium	0	1	9	0	3	3	4	23	0	0	0	0	0	0	0	0	5	5	1	0	0	0	0	13	0	1	0	8	0	1	0	5	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	5	13	0	0	0	0	0	0	0	0	51	1	0	0	0	35	0	0	0	0	0	1	0	2	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	20	1	0	4	0	31	0	0	1	7	0	0
B_Rheinheimera	0	0	2	0	0	1	4	10	0	0	0	0	0	0	0	20	3	0	0	0	0	0	0	16	0	4	1	7	1	0	0	26	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	3	1	0	0	4	0	0	1	1	2	0	0	2	1	1	0	7	0	0	0	0	0	27	1	0	0	0	0	0	0	3	29	0	0	0	0	39	0	8	1	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	87	1	7	0	0	0	0
B_Azospirillum	1	0	2	1	0	0	0	0	1	1	0	2	0	1	1	2	0	0	1	4	0	0	0	1	0	1	20	0	13	0	17	0	2	5	32	3	3	0	2	23	3	3	0	0	0	0	2	0	0	1	1	0	3	3	0	7	3	1	0	0	0	0	35	0	0	0	0	0	0	6	1	0	0	0	1	0	0	2	0	2	7	1	1	4	0	0	0	1	1	2	2	3	1	0	0	13	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	4	1	0	0	2	0	1	3	2	0	2	0	8	1	2	0	13	6	3	0	4	1	0	0	0	0	0	0	1	0	0	0	0	5	6	0	3	2	0	3	0
B_Pseudonocardia	0	0	0	0	0	0	11	127	0	0	0	1	0	4	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	16	3	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	41	0	7	0	0	1	1	0	0	134	0	0	0	1	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0	0	1	0	1	51	0	0	0	0	37	0	0	0	5	0	0
B_Nonlabens	0	1	5	0	0	0	2	4	1	1	1	0	3	0	0	6	4	0	1	0	0	2	1	0	9	2	0	18	2	0	5	0	0	7	3	0	0	5	5	3	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	3	0	0	4	0	0	1	2	0	1	1	0	0	2	1	0	0	0	4	0	18	5	0	0	1	0	0	0	1	7	4	2	0	0	6	1	7	0	0	1	0	3	3	1	1	3	0	0	6	3	0	1	8	2	0	1	5	4	2	1	0	1	4	0	1	0	1	0	1	4	4	5	0	0	0	0	3	4	0	0	0	0	1	0	0	11	2	0	1	2	1	0	1	1	7	2
B_Paenibacillus	1	1	0	0	1	0	1	3	2	0	0	0	0	10	0	0	3	2	1	1	1	0	1	1	0	3	0	2	0	0	8	3	2	1	5	0	5	1	1	0	1	0	0	3	0	0	0	1	1	0	1	2	2	2	1	2	4	0	0	3	0	0	9	0	1	3	5	2	0	0	1	0	2	0	2	0	7	1	0	2	0	0	1	2	2	31	0	5	0	4	13	1	6	1	1	0	0	3	3	3	1	2	0	6	0	2	1	0	1	0	0	0	0	0	0	2	0	1	1	8	2	1	0	0	0	3	0	1	0	0	0	0	0	0	11	0	1	0	0	0	6	0	0	1	0	6	1	2	0	1	1	2
B_Flavobacterium	0	3	0	0	0	0	0	7	0	0	0	1	1	0	0	2	4	1	1	0	0	0	1	5	2	6	0	33	0	0	0	15	5	1	2	4	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	1	6	1	0	0	0	2	0	1	4	0	1	0	2	0	0	0	41	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	4	4	1	0	0	0	0	0	0	2	0	0	2	0	8	0	0	1	0	10	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	0	2	0	4	0	0	0	0	1	2	2	0	0	1	1	3	0	0	0	0	17	4	0	0	5	0
B_Micromonospora	0	1	0	0	0	0	0	10	2	4	0	0	0	0	2	3	6	1	1	3	0	4	1	4	0	0	1	3	1	2	0	5	0	0	5	0	1	3	1	0	3	0	1	4	3	2	3	2	1	2	6	2	0	2	7	0	1	0	1	5	8	2	1	2	0	0	1	1	3	6	4	2	3	3	1	2	4	6	1	0	0	0	0	0	2	1	0	0	5	3	3	5	1	2	0	0	0	1	5	0	1	1	1	1	2	2	3	3	1	1	2	0	1	3	2	5	3	1	4	5	1	1	2	3	0	0	3	0	1	2	3	4	4	0	4	1	4	2	0	4	17	0	1	0	2	15	1	0	10	0	3	2
B_Helicobacter	1	1	4	1	1	1	0	4	4	1	0	2	3	1	1	2	7	0	2	1	1	4	2	4	3	1	1	3	1	1	6	1	1	1	0	0	2	3	0	0	3	0	3	2	0	3	1	1	0	2	3	0	2	1	3	0	0	3	2	2	3	1	3	0	1	2	2	2	2	0	0	0	10	4	1	0	2	2	4	0	0	0	1	0	0	3	1	0	0	1	4	1	4	0	1	0	3	0	0	1	1	3	1	5	0	4	1	0	22	1	0	4	2	1	0	2	3	0	1	0	2	5	1	1	1	1	3	2	1	0	1	0	1	2	11	2	0	1	1	0	0	1	0	2	0	7	2	1	8	5	4	2
B_Prevotella	0	9	0	0	0	2	6	16	0	1	0	0	0	4	1	0	6	5	0	0	0	0	1	0	0	6	0	0	0	0	5	3	0	0	2	1	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	2	0	0	0	10	4	2	10	0	0	0	1	5	0	0	9	0	0	2	0	0	1	0	0	1	0	0	0	1	0	55	0	1	0	0	10	0	0	1	0	0	1	0	3	0	0	2	0	3	0	1	0	2	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	4	0	0	4	2	0	0	0	0	0	3	2	0	2	0	8	0	0	0	4	0	0
B_Klebsiella	0	0	4	1	0	1	1	2	2	0	1	0	3	3	3	6	1	1	0	0	0	1	1	5	1	2	0	5	1	0	9	51	1	2	0	1	0	2	1	1	3	2	1	0	0	0	5	0	1	0	0	4	2	0	3	1	0	1	1	3	9	1	1	8	1	3	0	0	3	1	2	0	1	2	2	0	2	1	1	0	1	3	0	0	1	40	0	0	0	0	8	0	15	1	1	0	1	2	2	2	0	0	1	0	1	1	1	0	3	2	1	0	5	2	0	0	0	0	0	0	1	2	0	28	2	0	0	7	0	0	0	0	0	1	2	2	1	0	1	0	5	7	0	1	1	1	0	3	2	1	0	1
B_Capnocytophaga	0	2	0	0	0	0	18	13	0	0	0	1	0	5	0	3	0	7	0	1	0	0	0	8	0	3	1	0	0	0	0	5	0	0	0	3	7	0	0	1	0	0	1	0	3	0	2	0	0	0	1	2	2	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	9	0	1	0	1	0	12	0	0	0	0	0	3	2	0	36	1	0	0	0	18	0	5	2	0	0	2	1	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	3	0	1	4	0	0	0	0	4	1	1	1	2	1	0	1	7	0	0	0	43	1	3	5	3	1	0
B_Acidovorax	0	1	7	0	2	4	0	0	0	1	0	0	0	2	1	0	3	9	0	0	0	0	0	0	1	7	0	14	1	0	0	59	15	0	2	0	0	2	2	2	7	0	0	0	4	0	2	0	0	0	0	0	2	2	4	0	1	1	0	8	0	0	0	0	0	0	4	0	0	1	2	0	1	3	3	0	15	0	1	0	0	0	0	0	0	24	0	3	0	0	6	1	0	0	0	3	0	0	4	0	0	0	0	3	0	2	0	1	2	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	1	0	0	0	1	0	8	4	0	0	0	0	1	3	1	0	0	15	0	1	0	0	0	0
B_Gordonia	0	0	2	0	1	0	5	34	0	1	0	1	0	0	0	0	4	0	0	0	0	0	2	7	0	1	0	0	1	0	0	18	5	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	2	0	2	0	6	0	0	0	0	0	0	0	0	69	4	0	0	1	40	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	2	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	18	0	1	0	1	26	8	1	6	0	0	1
B_Georgenia	0	3	5	1	4	0	3	5	3	3	0	0	2	8	4	4	4	9	0	1	1	6	0	10	1	0	0	0	1	2	0	9	0	0	2	2	0	2	2	1	5	2	3	0	2	0	1	1	0	2	7	0	2	1	1	2	0	0	2	0	3	2	7	4	0	0	0	2	1	1	3	1	1	3	1	1	18	1	4	1	0	1	2	1	0	20	0	0	0	4	3	0	1	1	1	1	0	0	1	1	1	0	1	0	1	5	1	4	2	1	6	2	2	0	0	4	1	1	4	3	1	1	2	1	0	1	0	1	0	0	2	2	0	0	4	5	1	0	0	3	6	0	4	1	0	0	1	0	3	2	2	1
B_Halomonas	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	2	0	3	0	13	0	0	0	0	1	12	2	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0	0	1	0	0	0	1	0	0	5	0	1	0	3	0	0	0	5	0	0	0	0	3	0	0	0	0	0	25	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	2	0	0	0	0	1	0	3	0	3	2	4	0	0	0	0	0	0	0	0	0	8	0	2	3	3	0	0	2	0	0	1	0	0	0	0
B_Gemella	0	7	0	0	0	0	0	14	2	0	0	2	0	10	0	2	4	0	0	1	0	7	0	4	0	2	0	0	0	4	0	20	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	2	1	6	0	0	2	2	2	0	0	4	0	0	0	0	0	3	3	0	0	0	2	0	0	0	66	0	0	0	0	22	27	6	1	0	0	0	0	10	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	7	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	6	6	0	0	0	2	0	1	0	13	2	0
B_Psychrobacter	0	1	1	0	0	0	0	2	0	2	3	6	2	3	1	0	0	3	5	3	0	3	0	3	0	4	3	2	0	4	2	1	1	2	0	0	0	3	7	0	2	1	2	0	0	0	0	0	0	1	0	2	0	0	1	2	4	1	27	0	1	0	29	0	0	0	3	1	0	0	1	0	3	1	0	1	3	2	5	0	3	1	0	0	0	8	1	0	1	0	4	5	13	0	0	0	1	2	0	5	0	0	0	1	1	0	0	4	2	0	1	0	0	14	7	2	0	0	2	2	3	1	0	0	0	0	3	2	0	0	4	4	4	0	0	0	2	0	1	0	9	3	8	1	0	4	0	6	0	4	0	0
B_Stenotrophomonas	0	5	0	0	1	1	2	2	0	0	0	3	0	2	0	2	1	0	0	0	1	0	2	0	0	1	0	0	0	0	5	29	12	0	0	0	0	0	2	0	4	0	0	1	0	0	0	2	0	4	2	1	0	0	5	1	0	1	0	0	4	2	0	5	0	0	2	1	0	3	7	0	1	0	3	0	4	1	0	0	0	1	0	1	1	21	0	0	4	2	4	0	1	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0	1	1	0	0	2	0	0	3	0	0	0	2	0	0	0	1	0	0	0	15	5	4	0	0	1	2	1	0	0	0	0	0	2	3	1	0	0	4	0	6	1	0	0	0
B_Lautropia	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	2	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	1	7	0	0	0	0	0	0	0	1	0	0
B_Shewanella	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	1	0	22	0	2	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	2	1	1	0	0	1	0	0	0	0	0	2	0	1	0	6	0	1	0	3	1	0	0	0	0	0	0	0	1	0	1	2	0	0	37	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	0	0
