id,feature
F_Absconditella,fungi
F_Abrothallus,fungi
B_Zymomonas,bacteria
B_Yersinia,bacteria
B_Xylanibacterium,bacteria
B_Xenorhabdus,bacteria
B_Xanthomonas,bacteria
B_Wolbachia,bacteria
B_Weissella,bacteria
B_Vogesella,bacteria
B_Victivallis,bacteria
B_Vibrio,bacteria
B_Veillonella,bacteria
B_Variovorax,bacteria
B_Vagococcus,bacteria
B_Turicibacter,bacteria
B_Tsukamurella,bacteria
B_Trueperella,bacteria
B_Truepera,bacteria
B_Treponema,bacteria
B_Thiomonas,bacteria
B_Thiococcus,bacteria
B_Thioclava,bacteria
B_Thermus,bacteria
B_Thauera,bacteria
B_Tetragenococcus,bacteria
B_Tessaracoccus,bacteria
B_Terriglobus,bacteria
B_Taylorella,bacteria
B_Tannerella,bacteria
B_Synechocystis,bacteria
B_Sulfitobacter,bacteria
B_Streptosporangium,bacteria
B_Streptomyces,bacteria
B_Streptococcus,bacteria
B_Stenotrophomonas,bacteria
B_Starkeya,bacteria
B_Staphylococcus,bacteria
B_Sporosarcina,bacteria
B_Spirosoma,bacteria
B_Spirochaeta,bacteria
B_Sphingosinicella,bacteria
B_Sphingopyxis,bacteria
B_Sphingomonas,bacteria
B_Sphingobium,bacteria
B_Sphingobacterium,bacteria
B_Sphaerotilus,bacteria
B_Sorangium,bacteria
B_Solimonas,bacteria
B_Snodgrassella,bacteria
B_Skermanella,bacteria
B_Sinorhizobium,bacteria
B_Sinomonas,bacteria
B_Shinella,bacteria
B_Shigella,bacteria
B_Shewanella,bacteria
B_Serratia,bacteria
B_Serpentinomonas,bacteria
B_Selenomonas,bacteria
B_Scytonema,bacteria
B_Schaalia,bacteria
B_Saprospira,bacteria
B_Sandaracinus,bacteria
B_Salmonella,bacteria
B_Salinicoccus,bacteria
B_Salinibacterium,bacteria
B_Saccharothrix,bacteria
B_Saccharospirillum,bacteria
B_Saccharopolyspora,bacteria
B_Saccharomonospora,bacteria
B_Ruminococcus,bacteria
B_Rufibacter,bacteria
B_Rubrivivax,bacteria
B_Rothia,bacteria
B_Roseovarius,bacteria
B_Roseomonas,bacteria
B_Roseimaritima,bacteria
B_Riemerella,bacteria
B_Rickettsia,bacteria
B_Rhodospirillum,bacteria
B_Rhodopseudomonas,bacteria
B_Rhodoplanes,bacteria
B_Rhodoluna,bacteria
B_Rhodoferax,bacteria
B_Rhodococcus,bacteria
B_Rhodobacter,bacteria
B_Rhodanobacter,bacteria
B_Rhizobium,bacteria
B_Rhizobacter,bacteria
B_Rheinheimera,bacteria
B_Ramlibacter,bacteria
B_Psychrobacter,bacteria
B_Pseudoxanthomonas,bacteria
B_Pseudorhodoplanes,bacteria
B_Pseudopropionibacterium,bacteria
B_Pseudonocardia,bacteria
B_Pseudomonas,bacteria
B_Pseudoalteromonas,bacteria
B_Pseudarcicella,bacteria
B_Pseudaminobacter,bacteria
B_Providencia,bacteria
B_Proteus,bacteria
B_Propionibacterium,bacteria
B_Prochlorococcus,bacteria
B_Prevotella,bacteria
B_Porphyromonas,bacteria
B_Porphyrobacter,bacteria
B_Pontibacter,bacteria
B_Polynucleobacter,bacteria
B_Polaromonas,bacteria
B_Pleurocapsa,bacteria
B_Pleomorphomonas,bacteria
B_Plectonema,bacteria
B_Plantibacter,bacteria
B_Planococcus,bacteria
B_Phyllobacterium,bacteria
B_Phycicoccus,bacteria
B_Phreatobacter,bacteria
B_Photobacterium,bacteria
B_Phormidium,bacteria
B_Phenylobacterium,bacteria
B_Peptoniphilus,bacteria
B_Pelagibacterium,bacteria
B_Pedobacter,bacteria
B_Pectobacterium,bacteria
B_Paucibacter,bacteria
B_Paracoccus,bacteria
B_Paraburkholderia,bacteria
B_Pantoea,bacteria
B_Panacibacter,bacteria
B_Pajaroellobacter,bacteria
B_Paenibacillus,bacteria
B_Paenarthrobacter,bacteria
B_Oscillatoria,bacteria
B_Ornithinimicrobium,bacteria
B_Opitutus,bacteria
B_Olsenella,bacteria
B_Oligotropha,bacteria
B_Ochrobactrum,bacteria
B_Oceanobacillus,bacteria
B_Novosphingobium,bacteria
B_Nostoc,bacteria
B_Nonlabens,bacteria
B_Nocardiopsis,bacteria
B_Nocardioides,bacteria
B_Nocardia,bacteria
B_Nitrosomonas,bacteria
B_Nitrobacter,bacteria
B_Nitratireductor,bacteria
B_Niabella,bacteria
B_Nesterenkonia,bacteria
B_Neorhizobium,bacteria
B_Neomicrococcus,bacteria
B_Neisseria,bacteria
B_Negativicoccus,bacteria
B_Nakamurella,bacteria
B_Myxococcus,bacteria
B_Mycoplasma,bacteria
B_Mycolicibacterium,bacteria
B_Mycobacterium,bacteria
B_Mucilaginibacter,bacteria
B_Moraxella,bacteria
B_Modestobacter,bacteria
B_Mobiluncus,bacteria
B_Mitsuaria,bacteria
B_Minicystis,bacteria
B_Microvirga,bacteria
B_Micropruina,bacteria
B_Micromonospora,bacteria
B_Microlunatus,bacteria
B_Microcystis,bacteria
B_Microcoleus,bacteria
B_Micrococcus,bacteria
B_Microbacterium,bacteria
B_Micavibrio,bacteria
B_Methylovorus,bacteria
B_Methylorubrum,bacteria
B_Methylophaga,bacteria
B_Methylocella,bacteria
B_Methylobacterium,bacteria
B_Mesorhizobium,bacteria
B_Massilia,bacteria
B_Martelella,bacteria
B_Marmoricola,bacteria
B_Marivivens,bacteria
B_Marivirga,bacteria
B_Marinomonas,bacteria
B_Marinobacter,bacteria
B_Magnetospirillum,bacteria
B_Macrococcus,bacteria
B_Lysobacter,bacteria
B_Lysinimonas,bacteria
B_Lysinibacillus,bacteria
B_Lutibacter,bacteria
B_Luteipulveratus,bacteria
B_Luteimonas,bacteria
B_Luteibacter,bacteria
B_Listeria,bacteria
B_Limnohabitans,bacteria
B_Limnochorda,bacteria
B_Liberibacter,bacteria
B_Leuconostoc,bacteria
B_Leucobacter,bacteria
B_Leptotrichia,bacteria
B_Leptothrix,bacteria
B_Leptolyngbya,bacteria
B_Legionella,bacteria
B_Leclercia,bacteria
B_Leadbetterella,bacteria
B_Lawsonella,bacteria
B_Lautropia,bacteria
B_Lactococcus,bacteria
B_Lactobacillus,bacteria
B_Lachnoclostridium,bacteria
B_Lachnoanaerobaculum,bacteria
B_Labrys,bacteria
B_Labilithrix,bacteria
B_Kytococcus,bacteria
B_Kushneria,bacteria
B_Kosakonia,bacteria
B_Kordiimonas,bacteria
B_Kordia,bacteria
B_Kocuria,bacteria
B_Klebsiella,bacteria
B_Kitasatospora,bacteria
B_Kineococcus,bacteria
B_Jeotgalibaca,bacteria
B_Janthinobacterium,bacteria
B_Janibacter,bacteria
B_Ilumatobacter,bacteria
B_Hymenobacter,bacteria
B_Hydrogenophaga,bacteria
B_Hydrogenobaculum,bacteria
B_Humibacter,bacteria
B_Hoeflea,bacteria
B_Herbaspirillum,bacteria
B_Helicobacter,bacteria
B_Halothece,bacteria
B_Halomonas,bacteria
B_Halobacteriovorax,bacteria
B_Haliangium,bacteria
B_Haemophilus,bacteria
B_Haematobacter,bacteria
B_Granulicatella,bacteria
B_Gordonia,bacteria
B_Glutamicibacter,bacteria
B_Gloeocapsopsis,bacteria
B_Georgenia,bacteria
B_Geodermatophilus,bacteria
B_Geobacillus,bacteria
B_Gemmata,bacteria
B_Gemella,bacteria
B_Gardnerella,bacteria
B_Fusobacterium,bacteria
B_Frondihabitans,bacteria
B_Friedmanniella,bacteria
B_Frankia,bacteria
B_Francisella,bacteria
B_Flavobacterium,bacteria
B_Flavisolibacter,bacteria
B_Finegoldia,bacteria
B_Fimbriimonas,bacteria
B_Filimonas,bacteria
B_Ezakiella,bacteria
B_Exiguobacterium,bacteria
B_Escherichia,bacteria
B_Erwinia,bacteria
B_Entomoplasma,bacteria
B_Enterococcus,bacteria
B_Enterobacter,bacteria
B_Ensifer,bacteria
B_Emticicia,bacteria
B_Empedobacter,bacteria
B_Elizabethkingia,bacteria
B_Ehrlichia,bacteria
B_Ectothiorhodospira,bacteria
B_Dyella,bacteria
B_Dyadobacter,bacteria
B_Draconibacterium,bacteria
B_Dolosigranulum,bacteria
B_Dokdonia,bacteria
B_Dietzia,bacteria
B_Dickeya,bacteria
B_Devosia,bacteria
B_Desulfovibrio,bacteria
B_Desulfosporosinus,bacteria
B_Desulfitobacterium,bacteria
B_Dermacoccus,bacteria
B_Dermabacter,bacteria
B_Delftia,bacteria
B_Deinococcus,bacteria
B_Defluviimonas,bacteria
B_Cyanothece,bacteria
B_Cutibacterium,bacteria
B_Curvibacter,bacteria
B_Curtobacterium,bacteria
B_Cupriavidus,bacteria
B_Cronobacter,bacteria
B_Corynebacterium,bacteria
B_Corallococcus,bacteria
B_Coprothermobacter,bacteria
B_Congregibacter,bacteria
B_Clostridium,bacteria
B_Cloacibacterium,bacteria
B_Clavibacter,bacteria
B_Citrobacter,bacteria
B_Citricoccus,bacteria
B_Chryseobacterium,bacteria
B_Chroococcidiopsis,bacteria
B_Chromohalobacter,bacteria
B_Chromobacterium,bacteria
B_Chlorobaculum,bacteria
B_Chitinophaga,bacteria
B_Chelatococcus,bacteria
B_Cellvibrio,bacteria
B_Cellulophaga,bacteria
B_Cellulomonas,bacteria
B_Caulobacter,bacteria
B_Castellaniella,bacteria
B_Carnobacterium,bacteria
B_Cardiobacterium,bacteria
B_Capnocytophaga,bacteria
B_Candidatus Sulcia,bacteria
B_Candidatus Saccharimonas,bacteria
B_Candidatus Portiera,bacteria
B_Candidatus Planktophila,bacteria
B_Candidatus Phytoplasma,bacteria
B_Candidatus Nanopelagicus,bacteria
B_Candidatus Cyclonatronum,bacteria
B_Candidatus Cardinium,bacteria
B_Candidatus Bipolaricaulis,bacteria
B_Campylobacter,bacteria
B_Calothrix,bacteria
B_Calenema,bacteria
B_Caldithrix,bacteria
B_Burkholderia,bacteria
B_Buchnera,bacteria
B_Brucella,bacteria
B_Brochothrix,bacteria
B_Brevundimonas,bacteria
B_Brevibacterium,bacteria
B_Brevibacillus,bacteria
B_Brenneria,bacteria
B_Bradyrhizobium,bacteria
B_Brachybacterium,bacteria
B_Bosea,bacteria
B_Bordetella,bacteria
B_Blautia,bacteria
B_Blastomonas,bacteria
B_Blastochloris,bacteria
B_Bifidobacterium,bacteria
B_Beutenbergia,bacteria
B_Bdellovibrio,bacteria
B_Bartonella,bacteria
B_Bacteroides,bacteria
B_Bacteriovorax,bacteria
B_Bacillus,bacteria
B_Azotobacter,bacteria
B_Azospirillum,bacteria
B_Azoarcus,bacteria
B_Austwickia,bacteria
B_Auritidibacter,bacteria
B_Auricoccus,bacteria
B_Aureimonas,bacteria
B_Auraticoccus,bacteria
B_Atopobium,bacteria
B_Asticcacaulis,bacteria
B_Arthrobacter,bacteria
B_Arsenophonus,bacteria
B_Arsenicicoccus,bacteria
B_Arcobacter,bacteria
B_Arachidicoccus,bacteria
B_Aquisphaera,bacteria
B_Aquimarina,bacteria
B_Aquabacterium,bacteria
B_Apibacter,bacteria
B_Aphanizomenon,bacteria
B_Anoxybacillus,bacteria
B_Anaerostipes,bacteria
B_Anaeromyxobacter,bacteria
B_Anaerococcus,bacteria
B_Anaerobutyricum,bacteria
B_Anabaena,bacteria
B_Amycolatopsis,bacteria
B_Aminipila,bacteria
B_Alteromonas,bacteria
B_Altererythrobacter,bacteria
B_Alistipes,bacteria
B_Aliivibrio,bacteria
B_Alcanivorax,bacteria
B_Ahrensia,bacteria
B_Agromyces,bacteria
B_Agrococcus,bacteria
B_Agrobacterium,bacteria
B_Aggregatibacter,bacteria
B_Afipia,bacteria
B_Aeromonas,bacteria
B_Aeromicrobium,bacteria
B_Aerococcus,bacteria
B_Aeribacillus,bacteria
B_Actinosynnema,bacteria
B_Actinoplanes,bacteria
B_Actinomyces,bacteria
B_Actinomadura,bacteria
B_Actinoalloteichus,bacteria
B_Acinetobacter,bacteria
B_Acidovorax,bacteria
B_Acidothermus,bacteria
B_Acidobacterium,bacteria
B_Acidithiobacillus,bacteria
B_Acidipropionibacterium,bacteria
B_Acidiphilium,bacteria
B_Achromobacter,bacteria
B_Acholeplasma,bacteria
B_Acetobacter,bacteria
A_Thermococcus,Archaea
A_Methanosarcina,Archaea
A_Methanolobus,Archaea
A_Archaeoglobus,Archaea
