source,target,cor,P/N
F_Fomitiporia,B_Exiguobacterium,0.32395564,P
F_Heterogastridium,B_Exiguobacterium,0.330272346,P
B_Lachnoanaerobaculum,B_Bosea,0.389430875,P
B_Delftia,B_Bosea,0.330170557,P
B_Olsenella,B_Bosea,0.370780553,P
B_Thioclava,B_Novosphingobium,0.389297857,P
F_Mortierella,B_Novosphingobium,0.352908052,N
B_Thioploca,B_Rhodobacter,0.337056245,P
B_Providencia,B_Rickettsia,0.358200039,P
F_Alternaria,B_Rickettsia,0.320611469,N
F_Paracoccidioides,B_Rickettsia,0.346407838,P
B_Flavisolibacter,B_Citricoccus,0.326418822,P
B_Thermomonas,B_Citricoccus,0.33923993,P
F_Cryptocoryneum,B_Citricoccus,0.323791684,P
F_Heterogastridium,B_Citricoccus,0.384740927,P
B_Schaalia,B_Lachnoanaerobaculum,0.335557437,P
B_Dolosigranulum,B_Lachnoanaerobaculum,0.3939459,P
B_Gardnerella,B_Lachnoanaerobaculum,0.439349314,P
B_Olsenella,B_Lachnoanaerobaculum,0.385563038,P
B_Tannerella,B_Lachnoanaerobaculum,0.340134317,P
B_Thioclava,B_Paraburkholderia,0.341315156,P
B_Ottowia,B_Paraburkholderia,0.34846013,P
B_Dolosigranulum,B_Paraburkholderia,0.430501551,P
B_Magnetospirillum,B_Paraburkholderia,0.349424691,P
B_Rhodobaca,B_Paraburkholderia,0.335008351,P
B_Variovorax,B_Peptoniphilus,0.323466274,P
B_Acidithiobacillus,B_Peptoniphilus,0.327852642,P
B_Variibacter,B_Peptoniphilus,0.340733723,P
B_Dialister,B_Peptoniphilus,0.392881634,P
B_Porphyromonas,B_Delftia,0.402640783,P
B_Olsenella,B_Delftia,0.441331836,P
B_Thermosporothrix,B_Delftia,0.392935647,P
F_Cladonia,B_Delftia,0.328189621,P
F_Coprinopsis,B_Delftia,0.364310466,P
F_Hyaloraphidium,B_Delftia,0.339055031,P
B_Gardnerella,B_Thioclava,0.434875593,P
B_Tsukamurella,B_Thioclava,0.342148391,P
B_Modestobacter,B_Thioclava,0.333067854,P
B_Lactococcus,B_Thioclava,0.405335611,P
F_Paraphaeosphaeria,B_Thioclava,0.342744906,P
B_Microvirga,B_Devosia,0.330558062,P
B_Sphaerotilus,B_Devosia,0.331916702,P
B_Cohnella,B_Devosia,0.340700814,P
B_Pasteurella,B_Devosia,0.338370797,P
F_Rhizomucor,B_Devosia,0.399237947,P
B_Phenylobacterium,B_Schaalia,0.320398685,P
B_Campylobacter,B_Schaalia,0.321165749,P
B_Dolosigranulum,B_Schaalia,0.319860249,P
B_Candidatus Saccharimonas,B_Schaalia,0.355421735,P
B_Amycolatopsis,B_Arthrobacter,0.378125966,P
F_Kalmanozyma,B_Arthrobacter,0.32229362,P
B_Anaerobutyricum,B_Bacteroides,0.358222207,P
B_Roseburia,B_Bacteroides,0.578614826,P
B_Blautia,B_Bacteroides,0.395611466,P
B_Eubacterium,B_Bacteroides,0.407632813,P
B_Alistipes,B_Bacteroides,0.500759513,P
B_Anaerostipes,B_Bacteroides,0.523638255,P
B_Ruminococcus,B_Bacteroides,0.341851998,P
B_Leuconostoc,B_Bacteroides,0.329191637,P
B_Lachnoclostridium,B_Bacteroides,0.48217395,P
B_Coprococcus,B_Bacteroides,0.519822442,P
B_Butyrivibrio,B_Bacteroides,0.363253469,P
B_Megamonas,B_Bacteroides,0.504217616,P
B_Eikenella,B_Bacteroides,0.323935683,P
B_Flintibacter,B_Bacteroides,0.3656824,P
B_Parabacteroides,B_Bacteroides,0.543803711,P
B_Anaerotignum,B_Bacteroides,0.543531196,P
B_Hungatella,B_Bacteroides,0.329824922,P
B_Romboutsia,B_Bacteroides,0.543558448,P
B_Faecalitalea,B_Bacteroides,0.388875514,P
B_Tyzzerella,B_Bacteroides,0.368974338,P
B_Ruthenibacterium,B_Bacteroides,0.525027427,P
F_Rhynchosporium,B_Bacteroides,0.320693535,P
F_Carlosrosaea,B_Bacteroides,0.35955314,P
F_Teratoramularia,B_Saccharospirillum,0.346671312,P
F_Hyaloraphidium,B_Saccharospirillum,0.390472266,N
B_Rhodoplanes,B_Ottowia,0.362609271,P
B_Pseudopropionibacterium,B_Ottowia,0.441305918,P
B_Pectobacterium,B_Ottowia,0.395965811,P
B_Eikenella,B_Ottowia,0.463830735,P
B_Xylanibacterium,B_Ottowia,0.322347685,P
B_Methylosinus,B_Ottowia,0.356417836,P
F_Curvularia,B_Ottowia,0.346796555,P
B_Roseburia,B_Anaerobutyricum,0.601198012,P
B_Blautia,B_Anaerobutyricum,0.440124243,P
B_Eubacterium,B_Anaerobutyricum,0.416490232,P
B_Alistipes,B_Anaerobutyricum,0.4674573,P
B_Anaerostipes,B_Anaerobutyricum,0.461707562,P
B_Ruminococcus,B_Anaerobutyricum,0.374727529,P
B_Ezakiella,B_Anaerobutyricum,0.328547889,P
B_Coprococcus,B_Anaerobutyricum,0.412789577,P
B_Megamonas,B_Anaerobutyricum,0.540181219,P
B_Luteibacter,B_Anaerobutyricum,0.37205537,P
B_Dialister,B_Anaerobutyricum,0.484331246,P
B_Xylanibacterium,B_Anaerobutyricum,0.367583103,P
B_Flintibacter,B_Anaerobutyricum,0.536972536,P
B_Parabacteroides,B_Anaerobutyricum,0.494392408,P
B_Sutterella,B_Anaerobutyricum,0.5510991,P
B_Anaerotignum,B_Anaerobutyricum,0.618826863,P
B_Hungatella,B_Anaerobutyricum,0.356239885,P
B_Romboutsia,B_Anaerobutyricum,0.618565211,P
B_Faecalitalea,B_Anaerobutyricum,0.398304016,P
B_Tyzzerella,B_Anaerobutyricum,0.535003145,P
B_Collinsella,B_Anaerobutyricum,0.385685008,P
B_Ruthenibacterium,B_Anaerobutyricum,0.627573533,P
F_Naganishia,B_Anaerobutyricum,0.359962077,P
B_Limnohabitans,B_Phenylobacterium,0.34212757,P
B_Haematobacter,B_Phenylobacterium,0.398220209,P
B_Kushneria,B_Phenylobacterium,0.389946801,P
B_Leucobacter,B_Phenylobacterium,0.347785321,P
F_Tubaria,B_Phenylobacterium,0.323043676,P
B_Rhodobaca,B_Aeromicrobium,0.338251972,P
F_Purpureocillium,B_Aeromicrobium,0.339601266,P
B_Acidithiobacillus,B_Arsenophonus,0.325621519,P
B_Lysinibacillus,B_Arsenophonus,0.326113997,P
F_Batrachochytrium,B_Arsenophonus,0.324687541,P
B_Blautia,B_Roseburia,0.59015753,P
B_Eubacterium,B_Roseburia,0.483202041,P
B_Alistipes,B_Roseburia,0.523454194,P
B_Anaerostipes,B_Roseburia,0.608570514,P
B_Auritidibacter,B_Roseburia,0.37111246,P
B_Ruminococcus,B_Roseburia,0.516810345,P
B_Lachnoclostridium,B_Roseburia,0.449606934,P
B_Coprococcus,B_Roseburia,0.58174027,P
B_Butyrivibrio,B_Roseburia,0.345752431,P
B_Megamonas,B_Roseburia,0.747558307,P
B_Luteibacter,B_Roseburia,0.41373147,P
B_Dialister,B_Roseburia,0.413867006,P
B_Pajaroellobacter,B_Roseburia,0.355685831,P
B_Flintibacter,B_Roseburia,0.58145399,P
B_Parabacteroides,B_Roseburia,0.683170676,P
B_Sutterella,B_Roseburia,0.436942152,P
B_Anaerotignum,B_Roseburia,0.821623814,P
B_Hungatella,B_Roseburia,0.387746626,P
B_Romboutsia,B_Roseburia,0.821255097,P
B_Faecalitalea,B_Roseburia,0.602602557,P
B_Tyzzerella,B_Roseburia,0.444307527,P
B_Collinsella,B_Roseburia,0.580750268,P
B_Ruthenibacterium,B_Roseburia,0.675140845,P
B_Ruminococcus,B_Nocardia,0.445636687,P
B_Olsenella,B_Nocardia,0.33145474,P
B_Lachnoclostridium,B_Nocardia,0.321201997,P
B_Coprococcus,B_Nocardia,0.406364291,P
B_Megamonas,B_Nocardia,0.329481146,P
B_Parvimonas,B_Nocardia,0.321266054,P
B_Hungatella,B_Nocardia,0.39221441,P
F_Heterogastridium,B_Nocardia,0.333622929,P
F_Lichtheimia,B_Nocardia,0.324445882,P
B_Microlunatus,B_Providencia,0.412668584,P
F_Parastagonospora,B_Providencia,0.363859438,N
F_Paracoccidioides,B_Providencia,0.354959982,P
B_Tsukamurella,B_Campylobacter,0.37524783,P
F_Lobulomyces,B_Campylobacter,0.321138826,N
F_Didymella,B_Limnohabitans,0.322479929,P
F_Bacidia,B_Limnohabitans,0.326291742,P
F_Zygoascus,B_Limnohabitans,0.36261926,P
F_Mortierella,B_Limnohabitans,0.32362418,N
B_Nitrosomonas,B_Weissella,0.379037861,P
F_Porpomyces,B_Weissella,0.467276976,P
B_Aerococcus,B_Pedobacter,0.356256609,P
B_Streptosporangium,B_Pedobacter,0.344536037,P
B_Kordia,B_Pedobacter,0.338574786,P
B_Arcobacter,B_Pedobacter,0.326190779,P
B_Gramella,B_Pedobacter,0.357430693,P
F_Sugiyamaella,B_Pedobacter,0.336794208,P
F_Trichothecium,B_Pedobacter,0.347139416,P
F_Heterogastridium,B_Pedobacter,0.416134905,P
F_Kriegeria,B_Pedobacter,0.321895942,P
B_Eubacterium,B_Blautia,0.389969391,P
B_Alistipes,B_Blautia,0.460737318,P
B_Anaerostipes,B_Blautia,0.436499799,P
B_Ruminococcus,B_Blautia,0.443313042,P
B_Lachnoclostridium,B_Blautia,0.393049931,P
B_Coprococcus,B_Blautia,0.439870469,P
B_Megamonas,B_Blautia,0.586116257,P
B_Flintibacter,B_Blautia,0.708474225,P
B_Parabacteroides,B_Blautia,0.521862402,P
B_Thioploca,B_Blautia,0.365559122,P
B_Anaerotignum,B_Blautia,0.631873213,P
B_Hungatella,B_Blautia,0.405991527,P
B_Romboutsia,B_Blautia,0.631841537,P
B_Faecalitalea,B_Blautia,0.456875955,P
B_Ruthenibacterium,B_Blautia,0.52553682,P
B_Alistipes,B_Eubacterium,0.425210449,P
B_Anaerostipes,B_Eubacterium,0.476087146,P
B_Ruminococcus,B_Eubacterium,0.421826397,P
B_Lachnoclostridium,B_Eubacterium,0.502026332,P
B_Coprococcus,B_Eubacterium,0.511506243,P
B_Butyrivibrio,B_Eubacterium,0.326342209,P
B_Megamonas,B_Eubacterium,0.569117385,P
B_Luteibacter,B_Eubacterium,0.461375526,P
B_Dialister,B_Eubacterium,0.37601598,P
B_Flintibacter,B_Eubacterium,0.507435222,P
B_Parabacteroides,B_Eubacterium,0.608823855,P
B_Anaerotignum,B_Eubacterium,0.507414944,P
B_Hungatella,B_Eubacterium,0.381097498,P
B_Romboutsia,B_Eubacterium,0.509189715,P
B_Faecalitalea,B_Eubacterium,0.44224939,P
B_Ruthenibacterium,B_Eubacterium,0.610675791,P
F_Saturnispora,B_Eubacterium,0.325385099,P
F_Nephroma,B_Marinobacter,0.340006723,P
F_Spathaspora,B_Marinobacter,0.338738731,P
F_Mortierella,B_Marinobacter,0.342649089,N
F_Gyrographa,B_Candidatus Sulcia,0.320936437,P
F_Leptogium,B_Candidatus Sulcia,0.365028684,P
B_Tsukamurella,B_Pseudarcicella,0.356854468,P
B_Aggregatibacter,B_Pseudarcicella,0.325282116,P
B_Emticicia,B_Pseudarcicella,0.320411731,P
B_Photobacterium,B_Pseudarcicella,0.354943574,P
B_Thermomonas,B_Pseudarcicella,0.402406646,P
B_Lysinibacillus,B_Pseudarcicella,0.321954461,P
F_Curvularia,B_Pseudarcicella,0.384441776,P
F_Volvocisporium,B_Pseudarcicella,0.362265316,P
F_Heterogastridium,B_Pseudarcicella,0.387846865,P
F_Naganishia,B_Pseudarcicella,0.354466187,P
B_Microcoleus,B_Dolosigranulum,0.348395817,P
F_Hymenochaete,B_Dolosigranulum,0.351839044,P
B_Kurthia,B_Brochothrix,0.34919237,P
F_Cyphellophora,B_Brochothrix,0.335109231,P
F_Batrachochytrium,B_Brochothrix,0.389384294,P
F_Psoroglaena,B_Microvirga,0.33159158,P
B_Anaerostipes,B_Alistipes,0.391040768,P
B_Ruminococcus,B_Alistipes,0.383240246,P
B_Lachnoclostridium,B_Alistipes,0.486430199,P
B_Kribbella,B_Alistipes,0.331774839,P
B_Megamonas,B_Alistipes,0.418283699,P
B_Luteibacter,B_Alistipes,0.376561596,P
B_Pajaroellobacter,B_Alistipes,0.338015517,P
B_Flintibacter,B_Alistipes,0.434683061,P
B_Parabacteroides,B_Alistipes,0.520871866,P
B_Sutterella,B_Alistipes,0.411883865,P
B_Muribaculum,B_Alistipes,0.341433405,P
B_Anaerotignum,B_Alistipes,0.509005481,P
B_Romboutsia,B_Alistipes,0.506507294,P
B_Faecalitalea,B_Alistipes,0.423478183,P
B_Tyzzerella,B_Alistipes,0.415622591,P
B_Collinsella,B_Alistipes,0.410151351,P
B_Ruthenibacterium,B_Alistipes,0.635710373,P
B_Trueperella,B_Ilumatobacter,0.330683661,P
B_Rhodoplanes,B_Salinicoccus,0.445621135,P
F_Diploospora,B_Salinicoccus,0.338391204,P
F_Petractis,B_Salinicoccus,0.36887699,P
F_Tilletiaria,B_Salinicoccus,0.327243948,P
B_Ruminococcus,B_Anaerostipes,0.380315914,P
B_Lachnoclostridium,B_Anaerostipes,0.394295363,P
B_Sorangium,B_Anaerostipes,0.37514085,P
B_Coprococcus,B_Anaerostipes,0.534887616,P
B_Megamonas,B_Anaerostipes,0.594235022,P
B_Flintibacter,B_Anaerostipes,0.454941114,P
B_Parabacteroides,B_Anaerostipes,0.629254105,P
B_Sutterella,B_Anaerostipes,0.403235499,P
B_Anaerotignum,B_Anaerostipes,0.65192406,P
B_Hungatella,B_Anaerostipes,0.402293983,P
B_Romboutsia,B_Anaerostipes,0.651728629,P
B_Faecalitalea,B_Anaerostipes,0.46250354,P
B_Tyzzerella,B_Anaerostipes,0.450032971,P
B_Collinsella,B_Anaerostipes,0.329457496,P
B_Ruthenibacterium,B_Anaerostipes,0.539404866,P
B_Castellaniella,B_Agrobacterium,0.356944703,P
B_Lactococcus,B_Gardnerella,0.333305675,P
B_Dialister,B_Gardnerella,0.338537729,P
F_Kregervanrija,B_Gardnerella,0.338520428,N
B_Arachidicoccus,B_Bifidobacterium,0.348117646,P
B_Parabacteroides,B_Bifidobacterium,0.3613326,P
F_Knoxdaviesia,B_Bifidobacterium,0.38426261,P
B_Minicystis,B_Dyadobacter,0.350139982,P
B_Geminobacterium,B_Dyadobacter,0.353766616,P
B_Lachnoclostridium,B_Auritidibacter,0.349074359,P
B_Micropruina,B_Auritidibacter,0.445183048,P
B_Treponema,B_Auritidibacter,0.437779159,P
B_Coprococcus,B_Auritidibacter,0.37617299,P
B_Megamonas,B_Auritidibacter,0.376552026,P
B_Parabacteroides,B_Auritidibacter,0.456714447,P
B_Anaerotignum,B_Auritidibacter,0.334261075,P
B_Hungatella,B_Auritidibacter,0.325626542,P
B_Romboutsia,B_Auritidibacter,0.333513496,P
B_Faecalitalea,B_Auritidibacter,0.520325138,P
B_Tyzzerella,B_Auritidibacter,0.366929777,P
B_Collinsella,B_Auritidibacter,0.368825686,P
B_Ruthenibacterium,B_Auritidibacter,0.331850134,P
B_Kosakonia,B_Hydrogenobaculum,0.326314488,P
B_Alcanivorax,B_Candidatus Saccharimonas,0.330389059,P
B_Pseudaminobacter,B_Candidatus Saccharimonas,0.32399818,P
B_Rathayibacter,B_Candidatus Saccharimonas,0.324030481,P
F_Verrucula,B_Candidatus Saccharimonas,0.441560388,P
F_Lichtheimia,B_Candidatus Saccharimonas,0.365969342,P
B_Neorhizobium,B_Altererythrobacter,0.401106343,P
B_Collinsella,B_Altererythrobacter,0.343596579,P
F_Physcia,B_Altererythrobacter,0.341681111,P
F_Medeolaria,B_Altererythrobacter,0.32434644,N
F_Phleogena,B_Paenarthrobacter,0.385625065,P
F_Hyaloscypha,B_Actinoplanes,0.364965397,P
F_Medeolaria,B_Spirochaeta,0.397266616,P
F_Zygosaccharomyces,B_Spirochaeta,0.369071902,P
B_Acidithiobacillus,B_Aquabacterium,0.332674083,P
F_Lyophyllum,B_Aquabacterium,0.337974316,P
B_Selenomonas,B_Porphyromonas,0.361444017,P
B_Olsenella,B_Porphyromonas,0.427411695,P
B_Thermomonas,B_Glutamicibacter,0.357658777,P
B_Rubrobacter,B_Glutamicibacter,0.323053809,P
B_Gramella,B_Glutamicibacter,0.417329644,P
F_Elaphomyces,B_Glutamicibacter,0.324795788,P
F_Ugola,B_Glutamicibacter,0.387019647,P
B_Acidipropionibacterium,B_Tessaracoccus,0.323019668,P
B_Micropruina,B_Tessaracoccus,0.332777409,P
B_Pseudopropionibacterium,B_Tessaracoccus,0.570502442,P
B_Tsukamurella,B_Luteimonas,0.338801912,P
B_Nakamurella,B_Luteimonas,0.353193386,P
B_Erwinia,B_Luteimonas,0.350055476,P
B_Acidithiobacillus,B_Luteimonas,0.326577143,P
B_Cohnella,B_Luteimonas,0.339381233,P
B_Gluconobacter,B_Luteimonas,0.363964387,P
B_Sphaerotilus,B_Nesterenkonia,0.320703953,P
B_Haematobacter,B_Nesterenkonia,0.327196656,P
B_Sorangium,B_Legionella,0.335099462,P
B_Myxococcus,B_Legionella,0.353955948,P
F_Amoeboradix,B_Legionella,0.33386867,P
F_Antennariella,B_Cupriavidus,0.446675295,P
F_Heterodermia,B_Cupriavidus,0.333199242,P
F_Tilletiaria,B_Cupriavidus,0.320733777,P
B_Microlunatus,B_Arsenicicoccus,0.328310041,P
F_Dichomitus,B_Arsenicicoccus,0.320301445,P
B_Kosakonia,B_Beutenbergia,0.416633965,P
B_Nakamurella,B_Tsukamurella,0.419578771,P
B_Treponema,B_Tsukamurella,0.330354973,P
B_Photobacterium,B_Tsukamurella,0.322751323,P
B_Sporosarcina,B_Tsukamurella,0.368058343,P
B_Leucobacter,B_Tsukamurella,0.356613092,P
B_Thermomonas,B_Tsukamurella,0.519240249,P
F_Knoxdaviesia,B_Tsukamurella,0.332456488,P
F_Rectipilus,B_Tsukamurella,0.331254145,P
F_Fomitiporia,B_Tsukamurella,0.327037639,P
B_Lachnoclostridium,B_Ruminococcus,0.418746678,P
B_Coprococcus,B_Ruminococcus,0.57116974,P
B_Butyrivibrio,B_Ruminococcus,0.363698983,P
B_Megamonas,B_Ruminococcus,0.614367599,P
B_Luteibacter,B_Ruminococcus,0.410213874,P
B_Atopobium,B_Ruminococcus,0.324698855,P
B_Flintibacter,B_Ruminococcus,0.550703801,P
B_Parabacteroides,B_Ruminococcus,0.539000189,P
B_Anaerotignum,B_Ruminococcus,0.550581123,P
B_Hungatella,B_Ruminococcus,0.41597374,P
B_Romboutsia,B_Ruminococcus,0.552662335,P
B_Faecalitalea,B_Ruminococcus,0.484053856,P
B_Collinsella,B_Ruminococcus,0.341528922,P
B_Ruthenibacterium,B_Ruminococcus,0.647827405,P
F_Cortinarius,B_Ruminococcus,0.322660578,P
B_Thioploca,B_Synechococcus,0.342470298,P
F_Starmerella,B_Synechococcus,0.337557914,P
B_Butyrivibrio,B_Leuconostoc,0.335763763,P
F_Zygoascus,B_Leuconostoc,0.325859458,P
B_Saccharopolyspora,B_Mesorhizobium,0.363064551,P
B_Kitasatospora,B_Mesorhizobium,0.421253244,P
B_Oerskovia,B_Mesorhizobium,0.37779987,P
B_Serinicoccus,B_Mesorhizobium,0.386083314,P
B_Anaeromyxobacter,B_Mesorhizobium,0.432826991,P
B_Methylosinus,B_Mesorhizobium,0.423153583,P
B_Plantactinospora,B_Mesorhizobium,0.354169561,P
F_Massarina,B_Mesorhizobium,0.331087864,P
F_Neoroussoella,B_Mesorhizobium,0.33332195,P
F_Microsphaeropsis,B_Mesorhizobium,0.500005949,P
F_Ascodesmis,B_Mesorhizobium,0.336078738,P
F_Appendiculella,B_Mesorhizobium,0.347285562,P
F_Xylochrysis,B_Mesorhizobium,0.373497029,P
F_Peniophorella,B_Mesorhizobium,0.412986181,P
F_Hyphoderma,B_Mesorhizobium,0.372532534,P
F_Ustilago,B_Mesorhizobium,0.420858499,P
F_Lichtheimia,B_Mesorhizobium,0.360901487,P
B_Cellulomonas,B_Nakamurella,0.361073258,P
B_Micropruina,B_Nakamurella,0.33795778,P
B_Pseudopropionibacterium,B_Nakamurella,0.3262996,P
B_Lactococcus,B_Nakamurella,0.366214546,P
F_Saxomyces,B_Nakamurella,0.340607593,P
B_Candidatus Phytoplasma,B_Saccharopolyspora,0.329709138,P
B_Kitasatospora,B_Saccharopolyspora,0.346033238,P
B_Serinicoccus,B_Saccharopolyspora,0.321471371,P
B_Methylosinus,B_Saccharopolyspora,0.347912762,P
F_Collemopsidium,B_Saccharopolyspora,0.38830837,P
F_Aureobasidium,B_Saccharopolyspora,0.341180441,P
F_Phoma,B_Saccharopolyspora,0.347516772,P
F_Massarina,B_Saccharopolyspora,0.355695843,P
F_Dematiopleospora,B_Saccharopolyspora,0.424324766,P
F_Alternaria,B_Saccharopolyspora,0.389261789,P
F_Neoroussoella,B_Saccharopolyspora,0.338780135,P
F_Microsphaeropsis,B_Saccharopolyspora,0.519374378,P
F_Sclerotinia,B_Saccharopolyspora,0.383398372,P
F_Marthamyces,B_Saccharopolyspora,0.32158868,P
F_Parafuscosporella,B_Saccharopolyspora,0.404449283,P
F_Pochonia,B_Saccharopolyspora,0.370530842,P
F_Corollospora,B_Saccharopolyspora,0.32089049,P
F_Laxitextum,B_Saccharopolyspora,0.348498636,P
F_Ustilago,B_Saccharopolyspora,0.351409262,P
F_Lipomyces,B_Porphyrobacter,0.320202847,P
F_Sporothrix,B_Porphyrobacter,0.351849458,P
F_Erynia,B_Porphyrobacter,0.3333742,P
B_Cardiobacterium,B_Olsenella,0.378175241,P
B_Eikenella,B_Olsenella,0.35455813,P
F_Cryptocoryneum,B_Olsenella,0.323056518,P
F_Thermomyces,B_Olsenella,0.427973774,P
F_Bacidia,B_Olsenella,0.327924146,P
F_Schizosaccharomyces,B_Olsenella,0.326469523,P
B_Cohnella,B_Runella,0.340098943,P
B_Photobacterium,B_Runella,0.340461007,P
F_Nephroma,B_Runella,0.338027132,P
F_Saturnispora,B_Runella,0.427934344,P
F_Coprinus,B_Runella,0.322183014,P
F_Bullera,B_Runella,0.398252826,P
B_Parabacteroides,B_Ezakiella,0.386730469,P
B_Clostridioides,B_Ezakiella,0.331519186,P
B_Faecalitalea,B_Ezakiella,0.321256394,P
B_Ruthenibacterium,B_Ezakiella,0.37852022,P
F_Mycosphaerella,B_Ezakiella,0.422099293,P
F_Schizosaccharomyces,B_Ezakiella,0.3727095,P
F_Terfezia,B_Buchnera,0.375883896,P
F_Coelomomyces,B_Buchnera,0.371575462,P
F_Mortierella,B_Buchnera,0.341723457,N
B_Scytonema,B_Aliivibrio,0.341810634,P
B_Pseudopropionibacterium,B_Cellulomonas,0.452624507,P
B_Truepera,B_Cellulomonas,0.371886896,P
B_Thermomonas,B_Cellulomonas,0.422317435,P
B_Blattabacterium,B_Cellulomonas,0.337891401,P
B_Thermosporothrix,B_Cellulomonas,0.39606796,P
B_Chromohalobacter,B_Tannerella,0.361371933,P
B_Atopobium,B_Tannerella,0.391347727,P
B_Parvimonas,B_Tannerella,0.550019221,P
F_Dematiopleospora,B_Tannerella,0.35838724,P
F_Esteya,B_Tannerella,0.367701346,P
B_Azoarcus,B_Magnetospirillum,0.328221594,P
B_Citrobacter,B_Magnetospirillum,0.346195395,P
B_Rhodobaca,B_Magnetospirillum,0.434350575,P
B_Methylosinus,B_Magnetospirillum,0.38535883,P
B_Erysipelothrix,B_Magnetospirillum,0.425056634,P
B_Streptomonospora,B_Magnetospirillum,0.511669054,P
B_Anaerotignum,B_Desulfobacterium,0.331076033,P
B_Romboutsia,B_Desulfobacterium,0.327753116,P
F_Spathaspora,B_Desulfobacterium,0.3419407,P
F_Gomphillus,B_Cardiobacterium,0.360937169,P
F_Ceraceomyces,B_Cardiobacterium,0.375251225,P
F_Amoeboradix,B_Alcanivorax,0.323771799,P
B_Pseudanabaena,B_Chlorobaculum,0.419645102,P
F_Postia,B_Sinorhizobium,0.359325891,P
B_Sorangium,B_Bordetella,0.377056421,P
B_Modestobacter,B_Bordetella,0.34218998,P
B_Myxococcus,B_Bordetella,0.34926929,P
F_Abrothallus,B_Bordetella,0.358876195,P
F_Neoroussoella,B_Bordetella,0.329007311,P
F_Microsphaeropsis,B_Bordetella,0.376311097,P
F_Symbiotaphrina,B_Bordetella,0.329008386,P
F_Peniophorella,B_Bordetella,0.323724254,P
F_Sparassis,B_Bordetella,0.453833959,P
F_Tilletiaria,B_Bordetella,0.385458293,P
F_Ustilago,B_Bordetella,0.394350174,P
B_Kitasatospora,B_Microlunatus,0.328231779,P
B_Sulfitobacter,B_Microlunatus,0.379186827,P
B_Dickeya,B_Microlunatus,0.339856318,P
B_Acidithiobacillus,B_Microlunatus,0.365145881,P
B_Methylosinus,B_Microlunatus,0.328307443,P
F_Ustilago,B_Microlunatus,0.352542202,P
F_Ambispora,B_Microlunatus,0.353562925,P
B_Sorangium,B_Azoarcus,0.33356775,P
B_Kitasatospora,B_Azoarcus,0.387074217,P
B_Dickeya,B_Azoarcus,0.330299187,P
B_Oerskovia,B_Azoarcus,0.334835047,P
B_Serinicoccus,B_Azoarcus,0.639664986,P
B_Myxococcus,B_Azoarcus,0.342669471,P
B_Thermus,B_Azoarcus,0.418060584,P
B_Methylosinus,B_Azoarcus,0.387499995,P
F_Abrothallus,B_Azoarcus,0.36031765,P
F_Aureobasidium,B_Azoarcus,0.328211291,P
F_Massarina,B_Azoarcus,0.468655798,P
F_Torula,B_Azoarcus,0.441566777,P
F_Microsphaeropsis,B_Azoarcus,0.487848965,P
F_Marthamyces,B_Azoarcus,0.444038149,P
F_Ascodesmis,B_Azoarcus,0.572775896,P
F_Terfezia,B_Azoarcus,0.348846509,P
F_Meliola,B_Azoarcus,0.426195181,P
F_Xylochrysis,B_Azoarcus,0.366053126,P
F_Symbiotaphrina,B_Azoarcus,0.340695389,P
F_Auricularia,B_Azoarcus,0.360844732,P
F_Sparassis,B_Azoarcus,0.393958106,P
F_Ustilago,B_Azoarcus,0.541154727,P
B_Truepera,B_Acidipropionibacterium,0.389911055,P
B_Pectobacterium,B_Acidipropionibacterium,0.382727857,P
B_Variibacter,B_Acidipropionibacterium,0.335705711,P
B_Thermomonas,B_Acidipropionibacterium,0.32364956,P
F_Cryptocoryneum,B_Acidipropionibacterium,0.401452016,P
F_Meyerozyma,B_Acidipropionibacterium,0.40250961,P
B_Polynucleobacter,B_Ornithinimicrobium,0.369467247,P
B_Leucobacter,B_Ornithinimicrobium,0.340863036,P
F_Psiloglonium,B_Ornithinimicrobium,0.447935881,P
B_Pseudaminobacter,B_Martelella,0.359510114,P
F_Pyricularia,B_Martelella,0.320887297,P
F_Clitocybe,B_Martelella,0.371771017,P
F_Melampsora,B_Martelella,0.36746105,P
F_Nematocida,B_Martelella,0.321028182,P
B_Coprococcus,B_Lachnoclostridium,0.578352204,P
B_Megamonas,B_Lachnoclostridium,0.637225907,P
B_Luteibacter,B_Lachnoclostridium,0.432022537,P
B_Atopobium,B_Lachnoclostridium,0.323538533,P
B_Blattabacterium,B_Lachnoclostridium,0.359738798,P
B_Flintibacter,B_Lachnoclostridium,0.381478272,P
B_Parabacteroides,B_Lachnoclostridium,0.55207518,P
B_Anaerotignum,B_Lachnoclostridium,0.572295681,P
B_Hungatella,B_Lachnoclostridium,0.434515335,P
B_Romboutsia,B_Lachnoclostridium,0.574185934,P
B_Faecalitalea,B_Lachnoclostridium,0.496688908,P
B_Tyzzerella,B_Lachnoclostridium,0.3382573,P
B_Collinsella,B_Lachnoclostridium,0.350931072,P
B_Ruthenibacterium,B_Lachnoclostridium,0.566330113,P
F_Ochroconis,B_Rhodoplanes,0.347730934,P
F_Ugola,B_Rhodoplanes,0.382337175,P
F_Tilletiaria,B_Rhodoplanes,0.363790307,P
B_Kitasatospora,B_Acetobacter,0.352537559,P
B_Methylosinus,B_Acetobacter,0.355116795,P
B_Halobacillus,B_Acetobacter,0.322404615,P
